volcano,lat,lon,v_alt,yyyy,mm,dd,type,vei,p_alt_obs,p_alt_est,so2(kt)
Anatahan,16.35,145.67,0.79,2005,8,22,exp,2,8.0,-999.0,14.0
Anatahan,16.35,145.67,0.79,2005,8,23,exp,2,6.0,-999.0,47.0
Anatahan,16.35,145.67,0.79,2005,8,24,exp,2,6.0,-999.0,20.0
Anatahan,16.35,145.67,0.79,2005,8,25,exp,2,7.0,-999.0,12.0
Anatahan,16.35,145.67,0.79,2005,8,26,exp,2,7.0,-999.0,6.1
Anatahan,16.35,145.67,0.79,2005,8,27,exp,2,4.0,-999.0,4.0
Anatahan,16.35,145.67,0.79,2005,8,28,exp,2,5.0,-999.0,17.0
Anatahan,16.35,145.67,0.79,2005,8,29,exp,2,6.0,-999.0,11.0
Anatahan,16.35,145.67,0.79,2005,8,30,exp,2,5.0,-999.0,5.1
Anatahan,16.35,145.67,0.79,2005,8,31,exp,2,5.0,-999.0,0.4
Anatahan,16.35,145.67,0.79,2005,9,1,exp,2,5.0,-999.0,2.1
Anatahan,16.35,145.67,0.79,2005,9,2,exp,2,5.0,-999.0,2.1
Anatahan,16.35,145.67,0.79,2005,9,3,exp,2,3.0,-999.0,0.2
Santa_Ana,13.853,-89.63,2.365,2005,10,1,exp,3,14.0,-999.0,12.0
Garbuna,-5.45,150.03,0.564,2005,10,17,exp,2,3.0,-999.0,1.0
Sierra_Negra,-0.83,-91.17,1.49,2005,10,23,eff,3,15.0,-999.0,281.0
Sierra_Negra,-0.83,-91.17,1.49,2005,10,24,eff,3,5.0,-999.0,573.0
Sierra_Negra,-0.83,-91.17,1.49,2005,10,25,eff,3,5.0,-999.0,216.0
Sierra_Negra,-0.83,-91.17,1.49,2005,10,26,eff,3,5.0,-999.0,517.0
Sierra_Negra,-0.83,-91.17,1.49,2005,10,28,eff,3,5.0,-999.0,239.0
Sierra_Negra,-0.83,-91.17,1.49,2005,10,29,eff,3,2.0,-999.0,102.0
Garbuna,-5.45,150.03,0.564,2005,11,11,exp,2,3.0,-999.0,1.0
Karthala,-11.75,43.38,2.361,2005,11,24,eff,3,12.0,-999.0,20.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2005,11,29,eff,0,-999.0,7.631,2.0
Soputan,1.108,124.725,1.784,2005,12,27,exp,1,6.0,-999.0,5.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2005,12,27,eff,0,-999.0,7.631,15.0
Fuego,14.473,-90.88,3.763,2005,12,27,exp,3,8.0,-999.0,1.0
Augustine,59.37,-153.42,1.252,2006,1,29,exp,3,10.0,-999.0,10.0
Tinakula,-10.38,165.8,0.851,2006,2,12,exp,2,3.0,-999.0,2.0
Manam,-4.1,145.061,1.807,2006,2,27,exp,3,19.0,-999.0,50.0
Bulusan,12.77,124.05,1.565,2006,3,21,exp,2,7.0,-999.0,1.0
Barren_Island,12.278,93.858,0.354,2006,4,5,exp,2,5.0,-999.0,0.2
Lascar,-23.37,-67.73,5.592,2006,4,18,exp,3,8.0,-999.0,2.0
Bezymianny,55.978,160.587,2.882,2006,5,9,exp,3,15.0,-999.0,5.0
Soufriere_Hills,16.72,-62.18,0.915,2006,5,20,exp,3,20.0,-999.0,200.0
Cleveland,52.82,-169.95,1.73,2006,5,23,exp,3,8.0,-999.0,0.13
Karthala,-11.75,43.38,2.361,2006,5,28,eff,0,-999.0,7.361,10.0
Merapi,-7.542,110.442,2.911,2006,6,15,exp,1,5.0,-999.0,10.0
Tungurahua,-1.467,-78.442,5.023,2006,7,15,exp,3,12.0,-999.0,10.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2006,7,20,eff,2,-999.0,7.631,1.0
Home_Reef,-18.992,-174.775,0.0,2006,8,8,exp,2,-999.0,10.0,25.0
Tungurahua,-1.467,-78.442,5.023,2006,8,16,exp,3,16.0,-999.0,30.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2006,8,31,eff,2,-999.0,7.631,1.0
Fourpeaked,58.77,-153.67,2.105,2006,9,17,exp,2,6.0,-999.0,2.0
Rabaul,-4.271,152.203,0.688,2006,10,7,exp,4,18.0,-999.0,300.0
Etna,37.734,15.004,3.35,2006,11,16,exp,2,4.0,-999.0,1.5
Etna,37.734,15.004,3.35,2006,11,21,exp,2,5.0,-999.0,7.8
Nyamuragira,-1.408,29.2,3.058,2006,11,27,eff,2,15.0,-999.0,143.0
Nyamuragira,-1.408,29.2,3.058,2006,11,28,eff,2,14.0,-999.0,160.0
Nyamuragira,-1.408,29.2,3.058,2006,11,29,eff,2,9.0,-999.0,254.0
Nyamuragira,-1.408,29.2,3.058,2006,11,30,eff,2,14.0,-999.0,42.0
Nyamuragira,-1.408,29.2,3.058,2006,12,1,eff,2,10.0,-999.0,56.0
Nyamuragira,-1.408,29.2,3.058,2006,12,2,eff,2,8.0,-999.0,6.0
Nyamuragira,-1.408,29.2,3.058,2006,12,3,eff,2,5.0,-999.0,14.0
Soputan,1.108,124.725,1.784,2006,12,14,exp,1,12.0,-999.0,10.0
Soufriere_Hills,16.72,-62.18,0.915,2007,1,8,exp,3,9.0,-999.0,1.0
Karthala,-11.75,43.38,2.361,2007,1,12,eff,2,-999.0,7.361,0.6
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,2,18,eff,1,11.0,-999.0,2.0
Chikurachki,50.325,155.458,1.816,2007,3,4,exp,2,5.0,-999.0,30.0
Fuego,14.473,-90.88,3.763,2007,3,15,exp,3,6.0,-999.0,2.0
Etna,37.734,15.004,3.35,2007,3,29,eff,2,-999.0,8.35,5.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,2,eff,1,3.0,-999.0,0.03
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,3,eff,1,3.0,-999.0,3.1
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,4,eff,1,3.0,-999.0,3.3
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,5,eff,1,5.0,-999.0,18.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,6,eff,1,11.0,-999.0,65.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,7,eff,1,11.0,-999.0,85.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,8,eff,1,5.0,-999.0,28.0
Bulusan,12.77,124.05,1.565,2007,4,8,exp,2,4.0,-999.0,0.5
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,9,eff,1,5.0,-999.0,29.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,10,eff,1,3.0,-999.0,17.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,11,eff,1,3.0,-999.0,11.0
Etna,37.734,15.004,3.35,2007,4,11,exp,2,5.0,-999.0,5.5
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,12,eff,1,3.0,-999.0,3.1
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,13,eff,1,3.0,-999.0,3.4
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,14,eff,1,3.0,-999.0,3.4
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,15,eff,1,3.0,-999.0,0.1
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,16,eff,1,3.0,-999.0,0.3
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,17,eff,1,3.0,-999.0,0.1
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,18,eff,1,3.0,-999.0,0.03
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,19,eff,1,3.0,-999.0,0.01
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,20,eff,1,3.0,-999.0,0.01
Lopevi,-16.507,168.346,1.413,2007,4,20,exp,2,5.0,-999.0,12.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,21,eff,1,3.0,-999.0,0.03
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,22,eff,1,3.0,-999.0,0.01
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,23,eff,1,3.0,-999.0,0.04
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,24,eff,1,3.0,-999.0,0.01
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,25,eff,1,3.0,-999.0,0.33
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,26,eff,1,3.0,-999.0,0.17
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,27,eff,1,3.0,-999.0,0.02
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,28,eff,1,3.0,-999.0,0.1
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,29,eff,1,3.0,-999.0,0.01
Etna,37.734,15.004,3.35,2007,4,29,exp,2,6.0,-999.0,4.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2007,4,30,eff,1,3.0,-999.0,0.04
Kliuchevskoi,56.057,160.638,4.835,2007,4,30,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,1,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,2,eff,2,6.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,3,eff,2,6.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,4,eff,2,6.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,5,eff,2,6.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,6,eff,2,6.0,-999.0,2.0
Etna,37.734,15.004,3.35,2007,5,7,eff,2,-999.0,8.35,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,7,eff,2,6.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,8,eff,2,6.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,9,eff,2,8.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,10,eff,2,8.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,11,eff,2,8.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,12,eff,2,8.0,-999.0,2.0
Bulusan,12.77,124.05,1.565,2007,5,12,exp,2,6.0,-999.0,1.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,13,eff,2,8.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,14,eff,2,8.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,15,eff,2,9.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,16,eff,2,9.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,17,eff,2,8.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,18,eff,2,8.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,19,eff,2,8.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,20,eff,2,8.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,21,eff,2,8.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,22,eff,2,8.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,23,eff,2,8.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,24,eff,2,8.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,25,eff,2,8.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,26,eff,2,8.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,27,eff,2,10.0,-999.0,5.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,28,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,29,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,30,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,5,31,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,1,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,2,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,3,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,4,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,5,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,6,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,7,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,8,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,9,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,10,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,11,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,12,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,13,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,14,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,15,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,16,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,17,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,18,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,19,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,20,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,21,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,22,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,23,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,24,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,25,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,26,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,27,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,28,eff,2,9.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,29,eff,2,9.0,-999.0,10.0
Kliuchevskoi,56.057,160.638,4.835,2007,6,30,eff,2,10.0,-999.0,10.0
Fuego,14.473,-90.88,3.763,2007,7,1,exp,3,4.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,7,1,eff,2,7.0,-999.0,5.0
Kliuchevskoi,56.057,160.638,4.835,2007,7,2,eff,2,6.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,7,3,eff,2,6.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,7,4,eff,2,6.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,7,5,eff,2,6.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,7,6,eff,2,6.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,7,7,eff,2,6.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,7,8,eff,2,6.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,7,9,eff,2,7.0,-999.0,2.0
Gamkonora,1.38,127.53,1.635,2007,7,9,exp,2,6.0,-999.0,1.0
Kliuchevskoi,56.057,160.638,4.835,2007,7,10,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,7,11,eff,2,7.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,7,12,eff,2,6.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,7,13,eff,2,6.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,7,14,eff,2,6.0,-999.0,2.0
Kliuchevskoi,56.057,160.638,4.835,2007,7,15,eff,2,6.0,-999.0,2.0
Bulusan,12.77,124.05,1.565,2007,7,31,exp,2,7.0,-999.0,1.0
Manda_Hararo,12.17,40.82,0.6,2007,8,12,eff,2,-999.0,5.6,26.0
Soputan,1.108,124.725,1.784,2007,8,14,exp,3,3.0,-999.0,5.0
Chikurachki,50.325,155.458,1.816,2007,8,19,exp,2,5.0,-999.0,20.0
Etna,37.734,15.004,3.35,2007,9,4,exp,2,5.0,-999.0,12.0
Jebel_al_Tair,15.55,41.82,0.244,2007,9,30,eff,3,16.0,-999.0,80.0
Bezymianny,55.978,160.587,2.882,2007,10,15,exp,3,10.0,-999.0,5.0
Soputan,1.108,124.725,1.784,2007,10,25,exp,3,14.0,-999.0,12.0
Kelut,-7.93,112.308,1.731,2007,11,5,eff,1,2.0,-999.0,1.0
Etna,37.734,15.004,3.35,2007,11,24,exp,2,7.0,-999.0,10.0
Fuego,14.473,-90.88,3.763,2007,12,15,exp,3,5.0,-999.0,2.0
Llaima,-38.692,-71.729,3.125,2008,1,1,exp,3,13.0,-999.0,30.0
Oldoinyo_Lengai,-2.764,35.914,2.962,2008,3,5,exp,3,15.0,-999.0,0.2
Chaiten,-42.833,-72.646,1.122,2008,5,2,exp,4,13.0,-999.0,7.0
Chaiten,-42.833,-72.646,1.122,2008,5,6,exp,4,17.0,-999.0,4.0
Chaiten,-42.833,-72.646,1.122,2008,5,8,exp,4,13.0,-999.0,3.0
Etna,37.734,15.004,3.35,2008,5,10,exp,2,6.0,-999.0,20.0
Etna,37.734,15.004,3.35,2008,5,13,exp,1,5.0,-999.0,26.5
Cerro_Azul,-0.92,-91.408,1.69,2008,5,30,eff,1,3.0,-999.0,12.0
Cerro_Azul,-0.92,-91.408,1.69,2008,5,31,eff,1,3.0,-999.0,35.0
Cerro_Azul,-0.92,-91.408,1.69,2008,6,1,eff,1,3.0,-999.0,25.0
Cerro_Azul,-0.92,-91.408,1.69,2008,6,4,eff,1,3.0,-999.0,3.0
Cerro_Azul,-0.92,-91.408,1.69,2008,6,5,eff,1,3.0,-999.0,18.0
Cerro_Azul,-0.92,-91.408,1.69,2008,6,6,eff,1,3.0,-999.0,16.0
Soputan,1.108,124.725,1.784,2008,6,6,exp,3,14.0,-999.0,33.0
Cerro_Azul,-0.92,-91.408,1.69,2008,6,7,eff,1,3.0,-999.0,23.0
Cerro_Azul,-0.92,-91.408,1.69,2008,6,8,eff,1,3.0,-999.0,18.0
Cerro_Azul,-0.92,-91.408,1.69,2008,6,9,eff,1,3.0,-999.0,4.0
Cerro_Azul,-0.92,-91.408,1.69,2008,6,10,eff,1,3.0,-999.0,3.0
Okmok,53.42,-168.13,1.073,2008,7,12,exp,4,15.0,-999.0,150.0
Chikurachki,50.325,155.458,1.816,2008,7,18,exp,2,6.0,-999.0,20.0
Soufriere_Hills,16.72,-62.18,0.915,2008,7,29,exp,2,12.0,-999.0,3.0
Kasatochi,52.177,-175.508,0.314,2008,8,7,exp,4,15.0,-999.0,2000.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2008,9,30,eff,2,-999.0,7.631,1.0
Soputan,1.108,124.725,1.784,2008,10,6,exp,3,8.0,-999.0,16.0
Dalaffilla,13.82,40.55,0.429,2008,11,3,eff,3,16.0,-999.0,150.0
Soufriere_Hills,16.72,-62.18,0.915,2008,12,3,exp,3,12.0,-999.0,5.0
Soufriere_Hills,16.72,-62.18,0.915,2009,1,3,exp,3,11.0,-999.0,8.0
Hunga_Tonga_Hungaapai,-20.57,-175.38,0.15,2009,3,17,exp,2,3.0,-999.0,0.5
Redoubt,60.48,-152.75,3.108,2009,3,23,exp,3,18.0,-999.0,70.0
Redoubt,60.48,-152.75,3.108,2009,3,24,exp,3,18.0,-999.0,12.0
Redoubt,60.48,-152.75,3.108,2009,3,26,exp,3,19.0,-999.0,17.0
Redoubt,60.48,-152.75,3.108,2009,3,27,exp,3,16.0,-999.0,20.0
Redoubt,60.48,-152.75,3.108,2009,3,28,exp,3,15.0,-999.0,20.0
Llaima,-38.692,-71.729,3.125,2009,4,3,exp,3,4.0,-999.0,10.0
Redoubt,60.48,-152.75,3.108,2009,4,4,exp,3,12.0,-999.0,20.0
Fernandina,-0.37,-91.55,1.495,2009,4,11,eff,2,3.0,-999.0,6.0
Fernandina,-0.37,-91.55,1.495,2009,4,12,eff,2,3.0,-999.0,106.0
Fernandina,-0.37,-91.55,1.495,2009,4,13,eff,2,3.0,-999.0,16.0
Fernandina,-0.37,-91.55,1.495,2009,4,14,eff,2,3.0,-999.0,91.0
Fernandina,-0.37,-91.55,1.495,2009,4,15,eff,2,3.0,-999.0,12.0
Fernandina,-0.37,-91.55,1.495,2009,4,16,eff,2,3.0,-999.0,52.0
Fernandina,-0.37,-91.55,1.495,2009,4,17,eff,2,3.0,-999.0,13.0
Fernandina,-0.37,-91.55,1.495,2009,4,18,eff,2,3.0,-999.0,21.0
Fernandina,-0.37,-91.55,1.495,2009,4,19,eff,2,3.0,-999.0,11.0
Fernandina,-0.37,-91.55,1.495,2009,4,20,eff,2,3.0,-999.0,6.0
Fernandina,-0.37,-91.55,1.495,2009,4,21,eff,2,3.0,-999.0,39.0
Fernandina,-0.37,-91.55,1.495,2009,4,22,eff,2,3.0,-999.0,7.0
Fernandina,-0.37,-91.55,1.495,2009,4,23,eff,2,3.0,-999.0,52.0
Fernandina,-0.37,-91.55,1.495,2009,4,25,eff,2,3.0,-999.0,45.0
Fernandina,-0.37,-91.55,1.495,2009,4,26,eff,2,3.0,-999.0,10.0
Fernandina,-0.37,-91.55,1.495,2009,4,27,eff,2,3.0,-999.0,9.0
Fernandina,-0.37,-91.55,1.495,2009,4,28,eff,2,3.0,-999.0,19.0
Fernandina,-0.37,-91.55,1.495,2009,4,29,eff,2,3.0,-999.0,6.0
Sarychev_Peak,48.092,153.2,1.496,2009,6,15,exp,4,17.0,-999.0,1200.0
Manda_Hararo,12.17,40.82,0.6,2009,6,29,eff,2,-999.0,5.6,34.0
Koryaksky,53.321,158.712,3.43,2009,8,16,exp,2,4.0,-999.0,2.0
Bezymianny,55.978,160.587,2.882,2009,12,17,exp,3,15.0,-999.0,1.0
Nyamuragira,-1.408,29.2,3.058,2010,1,2,eff,1,-999.0,8.058,20.0
Nyamuragira,-1.408,29.2,3.058,2010,1,3,eff,1,-999.0,8.058,36.0
Nyamuragira,-1.408,29.2,3.058,2010,1,4,eff,1,-999.0,8.058,22.0
Nyamuragira,-1.408,29.2,3.058,2010,1,5,eff,1,-999.0,8.058,50.0
Nyamuragira,-1.408,29.2,3.058,2010,1,6,eff,1,-999.0,8.058,41.0
Nyamuragira,-1.408,29.2,3.058,2010,1,7,eff,1,-999.0,8.058,53.0
Nyamuragira,-1.408,29.2,3.058,2010,1,8,eff,1,-999.0,8.058,32.0
Nyamuragira,-1.408,29.2,3.058,2010,1,9,eff,1,-999.0,8.058,56.0
Nyamuragira,-1.408,29.2,3.058,2010,1,10,eff,1,-999.0,8.058,47.0
Nyamuragira,-1.408,29.2,3.058,2010,1,11,eff,1,-999.0,8.058,48.0
Piton_de_la_Fournaise,-21.229,55.713,2.631,2010,1,11,eff,2,-999.0,7.631,1.0
Nyamuragira,-1.408,29.2,3.058,2010,1,12,eff,1,-999.0,5.0,43.0
Nyamuragira,-1.408,29.2,3.058,2010,1,13,eff,1,-999.0,5.0,17.0
Nyamuragira,-1.408,29.2,3.058,2010,1,14,eff,1,-999.0,5.0,27.0
Nyamuragira,-1.408,29.2,3.058,2010,1,15,eff,1,-999.0,5.0,20.0
Nyamuragira,-1.408,29.2,3.058,2010,1,16,eff,1,-999.0,5.0,23.0
Nyamuragira,-1.408,29.2,3.058,2010,1,17,eff,1,-999.0,5.0,10.0
Nyamuragira,-1.408,29.2,3.058,2010,1,18,eff,1,-999.0,5.0,5.0
Nyamuragira,-1.408,29.2,3.058,2010,1,19,eff,1,-999.0,5.0,5.0
Nyamuragira,-1.408,29.2,3.058,2010,1,20,eff,1,-999.0,5.0,6.0
Nyamuragira,-1.408,29.2,3.058,2010,1,21,eff,1,-999.0,5.0,12.0
Nyamuragira,-1.408,29.2,3.058,2010,1,22,eff,1,-999.0,5.0,8.0
Nyamuragira,-1.408,29.2,3.058,2010,1,23,eff,1,-999.0,5.0,7.0
Nyamuragira,-1.408,29.2,3.058,2010,1,24,eff,1,-999.0,5.0,5.0
Nyamuragira,-1.408,29.2,3.058,2010,1,25,eff,1,-999.0,5.0,8.0
Soufriere_Hills,16.72,-62.18,0.915,2010,2,12,exp,3,18.0,-999.0,30.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,4,14,exp,4,9.0,-999.0,5.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,4,18,exp,4,5.0,-999.0,3.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,4,19,exp,4,3.0,-999.0,3.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,4,20,exp,4,4.0,-999.0,3.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,4,21,exp,4,5.0,-999.0,4.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,4,22,exp,4,5.0,-999.0,2.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,4,23,exp,4,5.0,-999.0,2.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,4,24,exp,4,5.0,-999.0,10.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,4,25,exp,4,6.0,-999.0,11.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,4,26,exp,4,6.0,-999.0,12.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,4,27,exp,4,5.0,-999.0,5.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,4,28,exp,4,5.0,-999.0,7.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,4,29,exp,4,4.0,-999.0,8.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,4,30,exp,4,4.0,-999.0,7.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,5,1,exp,4,5.0,-999.0,3.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,5,2,exp,4,4.0,-999.0,3.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,5,3,exp,4,6.0,-999.0,5.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,5,4,exp,4,6.0,-999.0,10.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,5,5,exp,4,8.0,-999.0,27.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,5,6,exp,4,7.0,-999.0,27.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,5,7,exp,4,6.0,-999.0,27.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,5,8,exp,4,5.0,-999.0,27.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,5,9,exp,4,5.0,-999.0,27.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,5,10,exp,4,5.0,-999.0,27.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,5,11,exp,4,8.0,-999.0,27.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,5,12,exp,4,5.0,-999.0,24.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,5,13,exp,4,8.0,-999.0,14.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,5,14,exp,4,5.0,-999.0,21.0
Eyjafjallajokull,63.63,-19.62,1.666,2010,5,15,exp,4,8.0,-999.0,30.0
